Job,Type_Node,Rack,Node,Month,Day,Time,Year,Nodes,N,NB,P,Q,time,gflops,class
345933,cpu,9,29,Mar,2,13:42:10,2021,1,141696,192,6,6,1928.95,983.26,Medium
345934,cpu,9,30,Mar,3,10:01:11,2021,1,141696,192,6,6,1902.45,996.95,Medium
345935,cpu,9,31,Mar,2,15:56:26,2021,1,141696,192,6,6,1964.19,965.62,Medium
345936,cpu,9,32,Mar,2,16:06:12,2021,1,141696,192,6,6,1925.41,985.07,Medium
345937,cpu,9,33,Mar,2,17:15:30,2021,1,141696,192,6,6,1966.37,964.55,Medium
345938,cpu,9,34,Mar,3,7:31:59,2021,1,141696,192,6,6,1936.12,979.61,Medium
345939,cpu,9,35,Mar,2,21:22:38,2021,1,141696,192,6,6,1936.53,979.41,Medium
345940,cpu,9,36,Mar,2,13:37:44,2021,1,141696,192,6,6,1971.01,962.28,Medium
345941,cpu,9,37,Mar,2,16:16:03,2021,1,141696,192,6,6,1896.59,1000,High
345942,cpu,9,38,Mar,2,16:53:26,2021,1,141696,192,6,6,1892.4,1002.3,High
345943,cpu,9,39,Mar,2,16:11:16,2021,1,141696,192,6,6,1923.24,986.18,Medium
345944,cpu,9,40,Mar,2,14:17:52,2021,1,141696,192,6,6,1919.21,988.25,Medium
345945,cpu,9,41,Mar,2,13:25:44,2021,1,141696,192,6,6,1862.72,1018.2,High
345946,cpu,9,42,Mar,2,16:53:45,2021,1,141696,192,6,6,1908.3,993.9,Medium
345947,cpu,9,43,Mar,3,7:58:18,2021,1,141696,192,6,6,1947.66,973.81,Medium
345948,cpu,9,44,Mar,2,17:14:26,2021,1,141696,192,6,6,1902.36,997,Medium
345949,cpu,9,45,Mar,2,21:44:14,2021,1,141696,192,6,6,1982.41,956.74,Medium
345950,cpu,9,46,Mar,2,16:22:00,2021,1,141696,192,6,6,1929.28,983.09,Medium
345951,cpu,9,47,Mar,2,15:18:28,2021,1,141696,192,6,6,1846.21,1027.3,High
345952,cpu,9,48,Mar,2,16:22:01,2021,1,141696,192,6,6,1931.12,982.15,Medium
345953,cpu,9,49,Mar,2,17:21:02,2021,1,141696,192,6,6,1991.75,952.26,Medium
345954,cpu,9,50,Mar,2,13:37:21,2021,1,141696,192,6,6,1945.6,974.84,Medium
345955,cpu,9,51,Mar,2,18:04:12,2021,1,141696,192,6,6,1940.64,977.34,Medium
345956,cpu,9,52,Mar,2,17:14:41,2021,1,141696,192,6,6,1920.49,987.59,Medium
345957,cpu,9,53,Mar,2,17:04:49,2021,1,141696,192,6,6,1946.54,974.37,Medium
345958,cpu,9,54,Mar,2,17:03:24,2021,1,141696,192,6,6,1862.57,1018.3,High
345959,cpu,9,55,Mar,2,17:20:50,2021,1,141696,192,6,6,1979.7,958.05,Medium
345960,cpu,9,56,Mar,3,7:58:47,2021,1,141696,192,6,6,1970.99,962.28,Medium
345961,cpu,9,57,Mar,2,17:15:18,2021,1,141696,192,6,6,1954.41,970.45,Medium
345962,cpu,9,58,Mar,2,16:54:23,2021,1,141696,192,6,6,1945.88,974.7,Medium
345963,cpu,9,59,Mar,2,21:44:23,2021,1,141696,192,6,6,1991.11,952.56,Medium
345964,cpu,9,60,Mar,3,7:58:46,2021,1,141696,192,6,6,1973.55,961.04,Medium
345417,cpu,10,25,Mar,2,10:53:43,2021,1,141696,192,6,6,1937.6,978.87,Medium
345965,cpu,10,29,Mar,2,16:13:38,2021,1,141696,192,6,6,2061.39,920.09,Medium
345966,cpu,10,30,Mar,2,13:35:51,2021,1,141696,192,6,6,1852.88,1023.6,High
345967,cpu,10,31,Mar,2,13:37:41,2021,1,141696,192,6,6,1966.16,964.65,Medium
345968,cpu,10,32,Mar,2,15:56:43,2021,1,141696,192,6,6,1981.07,957.39,Medium
345969,cpu,10,33,Mar,3,7:59:14,2021,1,141696,192,6,6,2004.6,946.15,Medium
345970,cpu,10,34,Mar,2,15:25:11,2021,1,141696,192,6,6,1939.7,977.81,Medium
345971,cpu,10,35,Mar,2,17:19:55,2021,1,141696,192,6,6,1927.65,983.92,Medium
345972,cpu,10,36,Mar,2,14:12:54,2021,1,141696,192,6,6,1932.91,981.24,Medium
345973,cpu,10,37,Mar,3,7:58:14,2021,1,141696,192,6,6,1941.53,976.88,Medium
345974,cpu,10,38,Mar,2,15:25:13,2021,1,141696,192,6,6,1943.41,975.94,Medium
345975,cpu,10,39,Mar,3,7:57:59,2021,1,141696,192,6,6,1926.3,984.61,Medium
345976,cpu,10,40,Mar,2,13:27:21,2021,1,141696,192,6,6,1958.89,968.23,Medium
345977,cpu,10,41,Mar,3,7:58:28,2021,1,141696,192,6,6,1953.09,971.1,Medium
345978,cpu,10,42,Mar,2,13:47:52,2021,1,141696,192,6,6,1964.69,965.37,Medium
345979,cpu,10,43,Mar,2,23:19:20,2021,1,141696,192,6,6,1904.54,995.86,Medium
345980,cpu,10,44,Mar,3,7:57:56,2021,1,141696,192,6,6,1924.04,985.77,Medium
